Artigo,Data,Kg
DTY 150/48DEN(16.7TEX) 0T 100%PES SO,09/04/2013,1858
ATY 160/136DEN(17.8TEX) 100%PA SO,10/04/2013,1660
POY 125/72DEN(13.9TEX) 100%PES SO,10/04/2013,4562
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV,10/04/2013,2998
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,10/04/2013,4113
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,11/04/2013,4744
FIO MX-1/100 110DEN(12.2TEX) 60%PES 40%MT BR,11/04/2013,4128
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,11/04/2013,1918
DTY 75/144DEN(8.3TEX) 2H 100%PES SO,11/04/2013,678
SDY 45/36DEN(5TEX) 100%PES SO,11/04/2013,3602
RED SPIN 90/21DEN(10TEX) 300T 93%PA 7%PUE SO,11/04/2013,2887
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,11/04/2013,3180
ALGODAO OE 8/1NE(74.3TEX) 100%CO,12/04/2013,4404
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,12/04/2013,404
PES FIADO OE 40/1NE(14.9TEX) 100%PES,12/04/2013,1154
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,12/04/2013,3340
DTY 75/72DEN(8.3TEX) MI 100%PES SO,13/04/2013,4650
ELASTANO 70/5DEN(7.8TEX) 100%PUE SO,13/04/2013,3324
CV/PES OE 30/1NE(19.8TEX) 55%CV 45%PES,14/04/2013,3662
FIO MX-1/100 110DEN(12.2TEX) 60%PES 40%MT BR,14/04/2013,2448
ALGODAO PENTEADO 50/1NE(11.9TEX) 100%CO,14/04/2013,4950
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,14/04/2013,2924
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,15/04/2013,3928
SCENE 100/24DEN(11.1TEX) 1200T 100%PA BR,15/04/2013,4236
DTY 2X200/48DEN(44.4TEX) 100%PES SO,15/04/2013,2617
DTY 75/72DEN(8.3TEX) 1H HI 100%PES SO,16/04/2013,1813
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6.6) SO,16/04/2013,2889
FIO MX-1/100 DYEING 110DEN(12.2TEX) 55%PES 45%FIBRA METALIZADA BR,17/04/2013,3874
DTY 75/72DEN(8.3TEX) 1H HI 100%PES SO,18/04/2013,3403
PES FIADO 120 - 5.000mt 100%PES  - PRETO,19/04/2013,2709
SDY 150/96DEN(16.7TEX) 100%PES SO,20/04/2013,2201
PES FIADO OE 40/1NE(14.9TEX) 100%PES,21/04/2013,3576
CHUVISCO 100/48DEN(11.1TEX) 100%PES SO,21/04/2013,4069
SSY 100/24DEN(11.1TEX) 1350T 100%PES SO,22/04/2013,4757
ELASTANO 40DEN(4.4TEX) 100%PUE BR,23/04/2013,3674
ALGODAO OE 26/1NE(22.7TEX) 100%CO,24/04/2013,388
VISCOSE OE 36/1NE(16.5TEX) 100%CV,24/04/2013,1509
DTY 75/34DEN(8.3TEX) MI 100%PES SO,25/04/2013,4747
ELASTANO 20DEN(2.2TEX) 100%PUE SO,25/04/2013,136
SDY 30DEN(3.3TEX) 100%PES SO,26/04/2013,140
POY 130/72DEN(14.4TEX) 100%PES FD,26/04/2013,3822
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,27/04/2013,1352
BAMBOO CONV. 32/1NE(18.6TEX) 100%CV,28/04/2013,2176
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,28/04/2013,1047
DTY 75/72DEN(8.3TEX) 1H MI 100%PES FD,28/04/2013,3752
VISCOSE MVS 40/1NE(14.9TEX) 100%CV,28/04/2013,2054
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,29/04/2013,2850
POY 125/72DEN(13.9TEX) 100%PES SO,29/04/2013,416
HELFSPIN SBS 100/24DEN(11.1TEX) 1200T 100%PES SO,29/04/2013,2373
LINACEO TP 167/48DEN(18.6TEX) 2H 0T 100%PES SO,29/04/2013,4497
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,29/04/2013,2784
SDY 200/10DEN(22.2TEX) 100%PES SO,29/04/2013,2382
SDY 75/36DEN(8.3TEX) 100%PES BR,29/04/2013,284
ELASTANO 40DEN(4.4TEX) 100%PUE SO,29/04/2013,160
LINACEO 300/96DEN(33.3TEX) 0T 100%PES SO,29/04/2013,4259
LINACEO 300/96DEN(33.3TEX) 0T 100%PES SO,29/04/2013,986
FIO MX-1/100 55DEN(6.1TEX) 59%PA 41%PES BR,30/04/2013,3821
SDY 45/36DEN(5TEX) 100%PES SO,30/04/2013,778
DTY 2X100/68(11.1TEX) MI 100%PA SO,30/04/2013,2040
DTY 100/96DEN(11.1TEX) 100%PES SO,30/04/2013,1095
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,01/05/2013,221
CHUVISCO 40/24DEN(4.4TEX) 100%PES SO,01/05/2013,1054
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,01/05/2013,537
DTY 150/48DEN(16.7TEX) 100%PES  - VERDE ESCURO,02/05/2013,2673
POY 126/34DEN(14TEX) 100%PES SO,03/05/2013,3581
SDY 360/12DEN(40TEX) 100%PA SO,03/05/2013,1489
DTY 150/144DEN(16.7TEX) 2H MI 100%PES SO,03/05/2013,892
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,03/05/2013,2006
ATY 160/136DEN(17.8TEX) 100%PA SO,04/05/2013,4387
PES FIADO FLAME CONV 30/1NE(19.8TEX) 100%PES,04/05/2013,4789
LINACEO 300/96DEN(33.3TEX) 100%PES BR,05/05/2013,283
DTY 150/48DEN(16.7TEX) 0T 100%PES,05/05/2013,1083
DTY 100/108DEN(11.1TEX) MI 100%PES SO,05/05/2013,4153
CANCELADO,06/05/2013,1012
BAMBOO CONV. 40/1NE(14.9TEX) 100%CV,06/05/2013,2135
ELASTANO 40DEN(4.4TEX) 100%PUE BR,06/05/2013,1163
PES/CV MVS 28/1NE(21.2TEX) 65%PES 35%CV,06/05/2013,928
FITA MX-1/69 64DEN(7.1TEX) 100%PES BR,06/05/2013,3999
DTY 75/72DEN(8.3TEX) HI 100%PES SO,06/05/2013,3711
ELASTANO 140DEN(15.6TEX) 100%PUE SO,06/05/2013,3364
DTY 150/96DEN(16.7TEX) LI 100%PES SO,07/05/2013,4312
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,08/05/2013,1606
DTY 78/72DEN(8.7TEX) 100%PA(PA 6) FD,08/05/2013,641
DTY 100/96DEN(11.1TEX) 100%PES SO,09/05/2013,4470
SENSE 100/48DEN(11.1TEX) 1000T 100%PES SO,09/05/2013,4076
DTY 75/36DEN(8.3TEX) 100%PES SO,10/05/2013,2304
SSY 100/24DEN(11.1TEX) 1350T 100%PES SO,11/05/2013,3647
ICESPIN-12 100/24DEN(11.1TEX) 1200T 100%PA SO,12/05/2013,3453
LINACEO 300/96DEN(33.3TEX) 0T 100%PES SO,13/05/2013,2467
PES/CV MVS 40/1NE(14.9TEX) 67%PES 33%CV,14/05/2013,2525
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,14/05/2013,4914
DTY 150/48DEN(16.7TEX) 100%PES,15/05/2013,4811
POY 130/72DEN(14.4TEX) 100%PES FD,16/05/2013,4109
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,16/05/2013,4633
ELASTANO 40DEN(4.4TEX) 100%PUE SO,17/05/2013,2939
ELASTANO 15DEN(1.7TEX) 100%PUE BR,17/05/2013,2771
DTY 2X70/72DEN(15.6TEX) 100%PA(PA 6) FD,18/05/2013,1653
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,18/05/2013,1142
MIXSPIN 150/96DEN(16.7TEX) 1000T 100%PES SO,18/05/2013,1039
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,19/05/2013,290
FIO MX-1/100 140DEN(15.6TEX) 70%PES 30%PA BR,20/05/2013,4750
CV/PES CONV. 30/1NE(19.8TEX) 85%CV 15%PES,20/05/2013,2991
CHUVISCO 100/48DEN(11.1TEX) 100%PES SO,20/05/2013,4507
ELASTANO 40/3DEN(4.4TEX) 100%PUE SO,20/05/2013,1197
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,20/05/2013,4886
DTY 70/36DEN(7.8TEX) 0T 100%PES SO,21/05/2013,508
DTY 2X70/72DEN(15.6TEX) 100%PA(PA 6) FD,22/05/2013,4003
CO/PES BLEND 30/1NE(19.8TEX) 60%CO 40%PES,22/05/2013,3817
RENOVA 190/60DEN(21.1TEX) 100%PES SO,22/05/2013,3681
FIO MX-1/69 108DEN(12TEX) 55%PES 45%PA BR,22/05/2013,2268
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%PES BR,23/05/2013,825
SDY 45/36DEN(5TEX) 100%PES SO,23/05/2013,3206
DTY 75/72DEN(8.3TEX) MI 100%PES SO,24/05/2013,749
DTY 2X70/72DEN(15.6TEX) 100%PA(PA 6) FD,24/05/2013,4205
SDY 20DEN(2.2TEX) 100%PES SO,24/05/2013,1004
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,25/05/2013,396
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,26/05/2013,804
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,27/05/2013,3166
FORBES 6 370/99DEN(41.1TEX) 94%PES 6%PUE SO,27/05/2013,759
DTY 75/72DEN(8.3TEX) 1H MI 100%PES FD,27/05/2013,1129
ATY 200/96DEN(22.2TEX) 100%PA(PA 6) FD,27/05/2013,4671
PES/CV MVS 30/1NE(19.8TEX) 65%PES 35%CV,27/05/2013,349
CRISPY 20DEN(2.2TEX) 100%PES SO,28/05/2013,3533
SDY 20DEN(2.2TEX) 100%PES SO,28/05/2013,2856
PES/CV MVS 30/1NE(19.8TEX) 65%PES 35%CV,29/05/2013,1332
CANCELADO-RESIDUO DE FIO-MX  PES52% PA48% SACOS,29/05/2013,4148
CANCELADO,30/05/2013,4195
PES FIADO CONV. 40/1NE(14.9TEX) 100%PES,30/05/2013,2709
DTY 75/24DEN(8.3TEX) 100%PA SO,30/05/2013,4760
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,31/05/2013,2228
CV/CL/CO CONV. 30/1NE(19.8TEX) 80%CV 10%CL 10%CO,01/06/2013,447
DTY TP 150/108DEN(16.7TEX) 2H MI 100%PES SO,02/06/2013,1488
HMY 100/192DEN(11.1TEX) 100%PES SO,02/06/2013,1805
POY 275/48DEN(30.6TEX) 100%PES SO,02/06/2013,1402
ELASTANO 20DEN(2.2TEX) 100%PUE SO,03/06/2013,4469
NICOMA 20/1NE(29.7TEX) 100%PA SO,03/06/2013,3014
DTY 70/36DEN(7.8TEX) 0T 100%PES SO,03/06/2013,3906
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,04/06/2013,1402
SDY 150/96DEN(16.7TEX) 100%PES SO,04/06/2013,1600
CHUVISCO 165/48DEN(18.3TEX) 100%PES SO,05/06/2013,405
DTY 70/48DEN(7.8TEX) 100%PA FD,05/06/2013,2838
CV/CL CONV. 30/1NE(19.8TEX) 85%CV 15%CL,05/06/2013,1677
FITA MX-1/69 64DEN(7.1TEX) 100%PES BR,05/06/2013,830
BAMBOO CONV. 32/1NE(18.6TEX) 100%CV,05/06/2013,64
PAC/WO CONV. 24/1NE(24.TEX) 90%PAC 10%WO,05/06/2013,4537
PES FIADO FLAME CONV 30/1NE(19.8TEX) 100%PES,05/06/2013,2226
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,06/06/2013,1381
FIO MX-1/92 187DEN(20.8TEX) 73%PES 27%PA BR,06/06/2013,2925
DTY 150/48DEN(16.7TEX) 100%PES SO,06/06/2013,4530
ALGODAO OE 30/1NE(19.8TEX) 100%CO,06/06/2013,4702
HELFSPIN SBS 100/24DEN(11.1TEX) 1200T 100%PES SO,06/06/2013,4383
LINACEO 300/96DEN(33.3TEX) 100%PES BR,07/06/2013,1271
PES FIADO CONV. 60/1NE(9.9TEX) 100%PES,07/06/2013,1489
POY CATIONICO 250/48DEN(27.8TEX) 100%PES SO,07/06/2013,1047
ATY 200/96DEN(22.2TEX) 100%PA(PA 6) FD,08/06/2013,4687
ELASTANO 30/2DEN(3.3TEX) 100%PUE SO,08/06/2013,2638
FIO MX-1/69 110DEN(12.2TEX) 55%MT 45%PES BR,08/06/2013,1100
BAMBOO CONV. 40/1NE(14.9TEX) 100%CV,08/06/2013,2223
PES FIADO 120 - 5.000mt 100%PES  - BRANCO,09/06/2013,2438
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,09/06/2013,3699
FIO MX-1/69 110DEN(12.2TEX) 55%MT 45%PES BR,10/06/2013,191
DTY 75/34DEN(8.3TEX) MI 100%PES SO,10/06/2013,2321
FIO MX-1/100 55DEN(6.1TEX) 59%PA 41%PES BR,11/06/2013,1621
SALDO DE POY PES100%,11/06/2013,3377
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,12/06/2013,2471
ELASTANO 30DEN(3.3TEX) 100%PUE BR,12/06/2013,2369
VISCOSE FLAME 30/1NE(19.8TEX) 100%CV,13/06/2013,857
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,14/06/2013,1692
ALGODAO PENTEADO 36/1NE(16.5TEX) 100%CO,14/06/2013,4329
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6.6) SO,15/06/2013,1708
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,16/06/2013,1258
HELFSPIN SBS 100/24DEN(11.1TEX) 1200T 100%PES SO,16/06/2013,3444
LINACEO 300/192DEN(33.3TEX) 0T 100%PES SO,16/06/2013,2829
DTY 2X200/48DEN(44.4TEX) 100%PES SO,16/06/2013,124
DTY 150/48DEN(16.7TEX) 0T 100%PES,17/06/2013,2861
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,17/06/2013,2392
AMOSTRAS DE FIOS TXT 100%PA BOBINA CRU,17/06/2013,2556
SDY 30DEN(3.3TEX) 100%PES SO,18/06/2013,1173
ATY 160/144DEN(17.7TEX) 100%PA(PA 6) FD,19/06/2013,3350
AMOSTRAS DE FIOS TXT 100%PA BOBINA CRU,19/06/2013,4445
DTY 70/36DEN(7.8TEX) 100%PA SO,19/06/2013,613
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV CONE MESCLA MEDIO,19/06/2013,4099
ALGODAO OE 24/1NE(24.TEX) 100%CO,20/06/2013,1833
FIO MX-1/100 87DEN(9.7TEX) 52%PES 48%PA BR,21/06/2013,1213
PEACH SKIN 135/108DEN(15.0TEX) MI 100%PES SO,21/06/2013,4858
AMOSTRAS DE FIOS TXT 100%PA BOBINA CRU,22/06/2013,3499
ATY 160/136DEN(17.8TEX) 100%PA SO,22/06/2013,972
LINACEO 300/96DEN(33.3TEX) 0T 100%PES SO,22/06/2013,2371
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,22/06/2013,2339
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,22/06/2013,3269
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,23/06/2013,2518
FIO MX-1/139 65DEN(7.2TEX) 52%PA 48%FIBRA METALIZADA BR,23/06/2013,4227
DIAMANTE 80/12DEN(8.9TEX) 100%PES BR,23/06/2013,2199
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,23/06/2013,4169
FDY 150/96DEN(16.7TEX) 100%PES SO,23/06/2013,4387
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,23/06/2013,3941
SANTE 110/72DEN(12.2TEX) 1200T 100%PES SO,23/06/2013,3319
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,23/06/2013,1192
ELASTANO 90/6DEN(10TEX) 100%PUE SO,24/06/2013,2107
CV/PES OE 30/1NE(19.8TEX) 92%CV 8%PES,24/06/2013,2505
AMOSTRAS DE FIOS TXT 100%PA BOBINA CRU,24/06/2013,1550
ATY 200/144DEN(22.2TEX) 100%PA(PA 6) FD,25/06/2013,4788
CHUVISCO 100/48DEN(11.1TEX) 100%PES SO,26/06/2013,3370
ELASTANO 30DEN(3.3TEX) 100%PUE BR,27/06/2013,3569
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,28/06/2013,3936
PES/CV MVS 28/1NE(21.2TEX) 65%PES 35%CV,28/06/2013,3836
DTY 300/96DEN(33.3TEX) 2H 0T 100%PES SO,29/06/2013,2542
POY 245/48DEN(27.2TEX) 100%PES SO,29/06/2013,2692
POY 245/48DEN(27.2TEX) 100%PES SO,30/06/2013,2482
HMY 100/192DEN(11.1TEX) 100%PES SO,01/07/2013,4113
DTY 150/48DEN(16.7TEX) 0T 100%PES,02/07/2013,4320
SSY 100/24DEN(11.1TEX) 1350T 100%PES SO,02/07/2013,1106
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,02/07/2013,2534
CHUVISCO 165/48DEN(18.3TEX) 100%PES SO,03/07/2013,1904
ALGODAO FLAME CONV. 30/1NE(19.8TEX) 100%CO,04/07/2013,2856
ELASTANO 15DEN(1.7TEX) 100%PUE BR,05/07/2013,1520
ELASTANO 20/1DEN(2.2TEX) 100%PUE SO,06/07/2013,604
ATY 180/96DEN(20.TEX) 100%PA(PA 6) FD,06/07/2013,3233
VISCOSE CONV. 40/1NE(14.9TEX) 100%CV,07/07/2013,2469
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,08/07/2013,3139
MIXSPIN 150/96DEN(16.7TEX) 1000T 100%PES SO,09/07/2013,1320
POY 250/96DEN(27.8TEX) 100%PES SO,10/07/2013,4597
SDY 20DEN(2.2TEX) 100%PES SO,10/07/2013,801
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,11/07/2013,1136
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA OP,12/07/2013,369
SDY 33/10DEN(3.7TEX) 100%PA SO,13/07/2013,3243
CONECTE 150/36DEN(16.7TEX) 800T 53%PES 47%PA SO,13/07/2013,3231
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,13/07/2013,1369
ELASTANO 40DEN(4.4TEX) 100%PUE BR,14/07/2013,3460
VISCOSE OE 36/1NE(16.5TEX) 100%CV,14/07/2013,4770
ESPOL-S 300/144DEN(33.3TEX) 100%PES SO,14/07/2013,4567
PES FIADO 120 - 5.000mt 100%PES  - PRETO,14/07/2013,4909
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,15/07/2013,1233
ELASTANO 40DEN(4.4TEX) 100%PUE BR,15/07/2013,4738
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,16/07/2013,4992
CV/PES CONV. 30/1NE(19.8TEX) 90%CV 10%PES,16/07/2013,2031
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,16/07/2013,635
SDY 75/36DEN(8.3TEX) 100%PES BR,16/07/2013,4243
ELASTANO 40DEN(4.4TEX) 100%PUE BR,17/07/2013,2159
DTY 70/48DEN(7.8TEX) 100%PA FD,17/07/2013,3970
DTY 75/36DEN(8.3TEX) 100%PES SO,17/07/2013,1580
CO/CV CONV. 30/1NE(19.8TEX) 50%CO 50%CV,18/07/2013,4786
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,19/07/2013,444
SILK LIKE 78/72DEN(8.7TEX) 100%PES SO,19/07/2013,3348
DTY 150/48DEN(16.7TEX) 0T 100%PES,20/07/2013,1039
PES FIADO CONV. 30/1NE(19.8TEX) 100%PES,20/07/2013,1490
FIO MX-1/100 110DEN(12.2TEX) 60%PES 40%MT BR,20/07/2013,607
DYE BLUE 90/21DEN(10TEX) 94%PA 6%PUE SO,20/07/2013,582
DTY FT 70/34DEN(7.8TEX) 100%PA SO,21/07/2013,1711
FIO MX-1/100 55DEN(6.1TEX) 59%PA 41%PES BR,21/07/2013,3183
FDY 70/24DEN(7.8TEX) 100%PA SO,21/07/2013,352
FIBRA HCS 7DX32MM 7DEN(0.8TEX) 100%PES SO,22/07/2013,2411
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,22/07/2013,522
VISCOSE OE 30/1NE(19.8TEX) 100%CV,23/07/2013,3614
ALGODAO PENTEADO 40/1NE(14.9TEX) 100%CO,23/07/2013,920
CV/CL CONV. 30/1NE(19.8TEX) 80%CV 20%CL,24/07/2013,1858
ESPOL-S 300/144DEN(33.3TEX) 100%PES SO,25/07/2013,3292
PN 160/72DEN(17.8TEX) 100%PES SO,26/07/2013,1283
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,26/07/2013,719
ELASTANO 30DEN(3.3TEX) 100%PUE BR,26/07/2013,250
LINACEO 300/96DEN(33.3TEX) 100%PES BR,27/07/2013,3811
FIO MX-1/100 87DEN(9.7TEX) 50%MT 50%PES BR,27/07/2013,1980
ALGODAO OE 30/1NE(19.8TEX) 100%CO,28/07/2013,3608
ATY 200/144DEN(22.2TEX) 100%PA(PA 6) FD,29/07/2013,2705
VISCOSE CONV. 30/1NE(19.8TEX) 100%CV,29/07/2013,3887
SDY 30DEN(3.3TEX) 100%PES SO,29/07/2013,2717
ELASTANO 70DEN(7.8TEX) 100%PUE BR,29/07/2013,3671
FDY 150/96DEN(16.7TEX) 100%PES SO,30/07/2013,4816
DTY 150/48DEN(16.7TEX) 2H 0T 100%PES SO,31/07/2013,981
SILK LIKE 78/72DEN(8.7TEX) 100%PES SO,01/08/2013,651
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,02/08/2013,2273
ELASTANO 20DEN(2.2TEX) 100%PUE SO,03/08/2013,2881
ALGODAO PENTEADO 36/1NE(16.5TEX) 100%CO,03/08/2013,1289
DTY TP 150/108DEN(16.7TEX) 2H MI 100%PES SO,04/08/2013,1772
SDY 150/48DEN(16.7TEX) 100%PES BR,04/08/2013,657
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,05/08/2013,3105
CRISPY 20DEN(2.2TEX) 100%PES SO,06/08/2013,3633
VISCOSE OE 40/1NE(14.9TEX) 100%CV,07/08/2013,4801
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,07/08/2013,3181
ELASTANO 40DEN(4.4TEX) 100%PUE SO,07/08/2013,335
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA BR,08/08/2013,3802
VISCOSE FLAME 30/1NE(19.8TEX) 100%CV,08/08/2013,933
FIO MX-1/69 108DEN(12TEX) 62%PES 38%PA BR,08/08/2013,1049
FIO MX-1/100 140DEN(15.6TEX) 70%PES 30%PA BR,09/08/2013,3632
FDY 70/24DEN(7.8TEX) 100%PA SO,09/08/2013,3879
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,10/08/2013,1311
DTY 2X80/68DEN(17.8TEX) 100%PA(PA 6) FD,11/08/2013,1055
ALGODAO OE 8/1NE(74.3TEX) 100%CO,12/08/2013,3220
DTY 2X200/48DEN(44.4TEX) 100%PES SO,12/08/2013,4260
ALGODAO FLAME CONV. 30/1NE(19.8TEX) 100%CO,13/08/2013,1273
SDY 100/36DEN(11.1TEX) 100%PES SO,14/08/2013,2363
POY CATIONICO 130/72DEN(14.4TEX) 100%PES SO,15/08/2013,4153
RENOVASPIN B 190/60DEN(21.1TEX) 1000T 100%PES SO,15/08/2013,2658
ATY 160/136DEN(17.8TEX) 100%PA SO,16/08/2013,4606
DTY 2X80/68DEN(17.8TEX) 100%PA(PA 6) FD,17/08/2013,1008
DTY 100/108DEN(11.1TEX) MI 100%PES SO,18/08/2013,285
ELASTANO 15DEN(1.7TEX) 100%PUE SO,18/08/2013,571
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA BR,19/08/2013,4706
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,20/08/2013,2523
ELASTANO 20DEN(2.2TEX) 100%PUE SO,21/08/2013,3162
SENSE 100/48DEN(11.1TEX) 1000T 100%PES SO,21/08/2013,2668
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,21/08/2013,4345
DTY 150/48DEN(16.7TEX) 100%PES,21/08/2013,4474
CV/CO CONV. 30/1NE(19.8TEX) 60%CV 40%CO,22/08/2013,3814
SDY 150/96DEN(16.7TEX) 100%PES SO,22/08/2013,3241
ALGODAO PENTEADO 30/1NE(19.8TEX) 100%CO,22/08/2013,3988
MESCLA 150/72DEN(16.7TEX) 800T 100%PES SO,23/08/2013,2359
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,23/08/2013,1658
LINACEO TP 167/48DEN(18.6TEX) 2H 0T 100%PES SO,23/08/2013,1051
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,23/08/2013,4390
ELASTANO 15DEN(1.7TEX) 100%PUE BR,24/08/2013,2011
ELASTANO 70/5DEN(7.8TEX) 100%PUE SO,25/08/2013,3335
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,25/08/2013,1274
PES/CV MVS 28/1NE(21.2TEX) 65%PES 35%CV,25/08/2013,1949
POY CATIONICO 250/48DEN(27.8TEX) 100%PES SO,26/08/2013,2225
SDY 75/36DEN(8.3TEX) 100%PES BR,27/08/2013,2309
ESPOL-S 300/144DEN(33.3TEX) 100%PES SO,28/08/2013,3359
PEACH SKIN 135/108DEN(15.0TEX) MI 100%PES SO,28/08/2013,2037
CV/WO CONV. 30/1NE(19.8TEX) 80%CV 20%WO,28/08/2013,2249
ELASTANO 40DEN(4.4TEX) 100%PUE SO,29/08/2013,1197
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%PES BR,30/08/2013,2660
DYE BLUE 90/21DEN(10TEX) 94%PA 6%PUE SO,30/08/2013,3655
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,30/08/2013,2815
POY 270/48DEN(30TEX) 100%PES SO,31/08/2013,4491
DTY 2X70/24DEN(15.6TEX) 100%PA(PA 6) SO,31/08/2013,2344
ALGODAO OE 24/1NE(24.TEX) 100%CO,31/08/2013,382
PES FIADO 120 - 5.000mt 100%PES  - VERDE ESCURO,01/09/2013,3687
DTY 150/48DEN(16.7TEX) 100%PES  - CREME,02/09/2013,417
FIO MX-1/100 DYEING 110DEN(12.2TEX) 55%PES 45%FIBRA METALIZADA BR,02/09/2013,4504
PES/CV CONV. 30/1NE(19.8TEX) 67%PES 33%CV,02/09/2013,704
ALGODAO CONV. 24/1NE(24.TEX) 100%CO,02/09/2013,1683
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,02/09/2013,4811
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,03/09/2013,4988
DTY 78/72DEN(8.7TEX) 100%PA(PA 6) FD,03/09/2013,4323
ESPOL-S 150/72DEN(16.7TEX) 100%PES SO,03/09/2013,511
DTY 75/36DEN(8.3TEX) 100%PES SO,04/09/2013,4504
ELASTANO 40/3DEN(4.4TEX) 100%PUE SO,05/09/2013,1575
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,06/09/2013,2763
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,06/09/2013,2978
DTY 150/48DEN(16.7TEX) 100%PES  - BRANCO,06/09/2013,4070
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,07/09/2013,4280
DTY 75/36DEN(8.3TEX) 100%PA SO,07/09/2013,1452
GENTOS 65/192DEN(7.2TEX) 100%PES SO,07/09/2013,928
POY 500/96DEN(55.6TEX) 100%PES SO,08/09/2013,1154
